Pressure,T,SiO2,TiO2,Al2O3,FeO,MgO,CaO,NiO,Na2O,K2O,H2O,Fe,Ni+Cu+Co,S,O,SCSS measurement
3,1873.15,45.6,0.47,11.4,15.7,10.7,14.79,0,1.63,0.16,0,62,0,35,0,3000
5,1873.15,45.6,0.55,11.3,14.4,11.5,14.1,0,1.44,0.18,0,63.1,0,33.9,0,2800
5,1923.15,44.8,0.48,10.3,13.5,12.4,14.6,0,1.4,0.13,0,63.7,0,33.6,0,3400
2,1773.15,45.8,0.55,11.3,16.5,9.9,13.71,0,1.67,0.16,0,62.1,0,35,0,3300
2,1823.15,47.28,0.6,9.68,17.4,9.07,13.04,0,1.71,0.16,0,62,0,35,0,3600
2,1923.15,46,0.63,10.7,17.7,9.5,13.4,0,1.7,0.17,0,62.4,0,35,0,4600
2,1973.15,46.67,0.53,10.77,17.3,9.58,13.55,0,1.62,0.16,0,62.5,0,33,0,4800
1,1873.15,49.02,0.63,8.3,15.7,9.92,13.35,0,1.87,0.15,0,63.3,0,34,0,4700
1.5,1873.15,48.68,0.59,8.65,16.43,9.88,13.31,0,1.21,0.15,0,62.2,0,35.6,0,4900
2,1873.15,48,0.55,8,14.96,10.73,13.22,0,1.42,0.16,0,63,0,35,0,4300
2.5,1873.15,48.6,0.64,9.6,16.4,9,12.7,0,1.36,0.16,0,61.1,0,35,0,4100
3,1873.15,49.1,0.6,9.7,16.6,8.7,12.3,0,1.4,0.21,0,61.5,0,35.7,0,4100
1.25,1693.15,60.78,0.83,17.38,3.445571044,3.19,6.09,0,4.16,1.2,0.44,63.86109726,0,36.13890274,0.26,1400
2,1613.15,60.78,0.83,17.38,5.395571044,3.19,6.09,0,4.16,1.2,0.44,63.53,0,36.47,0,500
2,1653.15,60.78,0.83,17.38,5.395571044,3.19,6.09,0,4.16,1.2,0.44,63.53,0,36.47,0,700
2,1693.15,60.78,0.83,17.38,5.395571044,3.19,6.09,0,4.16,1.2,0.44,63.53,0,36.47,0,900
2,1733.15,60.78,0.83,17.38,5.395571044,3.19,6.09,0,4.16,1.2,0.44,63.53,0,36.47,0,1200
3,1693.15,60.78,0.83,17.38,4.985571044,3.19,6.09,0,4.16,1.2,0.44,63.42861866,0,36.57138134,0,500
1.25,1693.15,54.38,1.19,14.71,7.61,4.58,8.01,0,2.67,1.14,0,64.3856253,0,35.6143747,0.66,1900
2,1573.15,54.38,1.19,14.71,11.11,4.58,8.01,0,2.67,1.14,0,63.53,0,36.47,0,900
2,1653.15,54.38,1.19,14.71,11.11,4.58,8.01,0,2.67,1.14,0,63.53,0,36.47,0,1400
2,1693.15,54.38,1.19,14.71,11.11,4.58,8.01,0,2.67,1.14,0,63.53,0,36.47,0,1500
2,1733.15,54.38,1.19,14.71,11.11,4.58,8.01,0,2.67,1.14,0,63.53,0,36.47,0,1700
3,1693.15,54.38,1.19,14.71,8.62,4.58,8.01,0,2.67,1.14,0,64.04246132,0,35.95753868,0.4,1100
1.25,1693.15,45.93,3.73,11.67,10.87322252,4.23,8.81,0,2.4,1.28,1.03,65.17164263,0,34.82835737,1.25,2600
2,1613.15,45.93,3.73,11.67,17.01322252,4.23,8.81,0,2.4,1.28,1.03,63.53,0,36.47,0,1700
2,1653.15,45.93,3.73,11.67,17.01322252,4.23,8.81,0,2.4,1.28,1.03,63.53,0,36.47,0,1900
2,1693.15,45.93,3.73,11.67,17.01322252,4.23,8.81,0,2.4,1.28,1.03,63.53,0,36.47,0,2200
2,1733.15,45.93,3.73,11.67,17.01322252,4.23,8.81,0,2.4,1.28,1.03,63.53,0,36.47,0,2500
3,1693.15,45.93,3.73,11.67,13.39322252,4.23,8.81,0,2.4,1.28,1.03,64.58428955,0,35.41571045,0.81,1800
0.8,1723.15,49.48,0.77,17.04,8.18,11.39,11.98,0.00534489,2.12,0.13,0,58.35,4.81,34.5,1.96,1601
0.8,1723.15,52.11,0.82,18.27,2.82,12.11,12.68,0.001527111,2.14,0.08,0,56.88,4.27,37.08,1.78,1642
0.8,1723.15,50.92,0.86,17.75,5.07,11.26,12.13,0.007381038,2.27,0.13,0,51.12,11.62,35.29,1.07,1300
0.8,1723.15,48.77,0.77,17.02,6.93,10.4,11.82,0.012725928,2.45,0.1,0,50.98,13.72,34.27,1.28,1310
0.8,1723.15,55.88,1.63,18.69,0.98,9.98,10.61,0.003945038,1.87,0.53,0,43.83,18.71,37.23,0.14,1466
0.8,1723.15,56.99,1.4,18.38,1.95,8.7,9.79,0.006999261,2.09,0.49,0,44.39,18.87,35.79,0.53,1309
0.8,1723.15,53.18,1.36,17.76,8.25,8.73,9.3,0.011962373,1.78,0.45,0,50.18,13.36,33.53,1.07,1049
0.8,1723.15,56.18,1.62,19.22,2.37,9.04,10.1,0.005599408,1.98,0.53,0,46.86,17.07,35.73,0.14,1180
0.8,1723.15,48.2,0.83,16.14,9.18,10.45,11.98,0.014889336,2.07,0.1,0,51.74,12.2,33.95,1.86,1789
0.8,1723.15,54.22,1.55,18.26,2.86,9.05,10.1,0.005599408,2.72,0.64,0,51.59,12.17,34.57,0.36,1622
1.5,1673.15,56.19,0,20.5,3.15,6.66,11.48,0,0,0,0,60.97,0.23,36.85,0.92,1100
1.5,1673.15,57.69,0,20.4,1.12,6.53,13.02,0,0,0,0,62.15,0.35,36,0.36,1800
1.5,1673.15,59.63,0,20.21,0.56,6.5,10.97,0,0,0,0,62.34,0.29,36.86,0.21,3400
1.5,1673.15,48.14,0,18.17,16.36,5.61,9.39,0,0,0,0,62.52,0.32,33.24,3.06,2400
1.5,1923.15,53.28,0,21.64,1.98,8.13,12.02,0,0,0,0,61.66,0.37,36.68,0.37,4200
1.5,1773.15,48.86,0,16.58,0.61,15.99,15.14,0,0,0,0,63.37,1.09,33.89,0.24,7900
1.5,1773.15,41.12,0,15.95,7.51,15.51,14.91,0,0,0,0,60.5,1.16,35.46,1.98,2500
1.5,1773.15,39.28,0,15,11.59,15.05,14.12,0,0,0,0,61.26,1.13,33.4,3.18,2400
1.5,1673.15,50.5541,0.818333333,15.37849167,7.499733333,10.43635833,12.62415,0,1.3737,0,0,61.34209,0.31958,36.77,0.665185714,1751.808354
1.5,1673.15,48.42844167,0.65095,12.74725833,7.5844,16.91318333,10.14745833,0,1.534366667,0,0,62.0978625,0.331038462,36.09,0.631025,1975.416667
1.5,1673.15,50.30200833,0.733466667,13.3793,7.421233333,15.56246667,10.73813333,0,1.319508333,0,0,60.95606571,0.660573333,36.98,0.731673913,1950.75
1.5,1673.15,38.00692857,0.608442857,11.98735714,26.06820714,7.966507143,9.477967857,0,1.421842857,0,0,63.76651818,0.501791515,30.62,6.720587879,6790.321429
1.5,1673.15,35.67981111,0.550988889,10.64296667,25.78707778,8.360588889,12.60573333,0,1.334877778,0.116021429,0,63.99354,0.573773846,29.06,6.33424,6135.722222
1.5,1673.15,37.48202333,0.583436667,11.36222833,27.80416167,8.122966667,9.677851667,0,1.44522,0.118354545,0,64.15213846,0.54248733,29.71,7.06,6659.25
1.5,1673.15,37.18830714,0.581254762,11.24789286,28.77842619,8.043957143,9.271059524,0,1.429011905,0.1157,0,64.92121429,0.619567033,29.07,7.135792857,7193
1.5,1673.15,44.96713333,0,17.69373333,3.134433333,17.11393333,16.3477,0,0.225133333,0,0,62.3227,0.446404552,36.35,0.739786486,2756.333333
1.5,1673.15,45.10261875,0,17.3031125,2.902375,16.24732188,16.94924375,0,0.81878,0,0,61.67265833,0.498067735,36.47,0.75095,2785.75
1.5,1673.15,49.33758636,0.723072727,13.51823636,7.148104545,15.71883636,10.18350909,0,1.220627273,0,0,54.70410345,6.885081142,36.32,1.133,2240.086957
1.5,1673.15,46.522475,0.6131,15.30063333,6.67335,12.7945,12.1763,0,2.059966667,0.168866667,0,55.516032,6.946865212,36.09,0.602488,2191.75
1.5,1673.15,48.04895,0.679333333,12.95645833,8.075591667,15.89039167,10.59625,0,1.669083333,0.135991667,0,59.53636071,1.862273571,36.38,1.561828571,2257.583333
1.5,1673.15,48.753065,0.59844,10.03159,3.39664,22.94344,11.274625,0,0.81878,0,0,49.274328,11.86358371,37.21,0.458424,2758.55
1.5,1673.15,50.70007917,0.661891667,12.54189167,3.272708333,19.74822083,9.998154167,0,0.809295833,0,0,50.26585625,12.13686786,37.16,0.34345,2121.166667
1.5,1673.15,47.15708,0.7446,13.8594,12.54558,9.6499,11.466655,0,1.777505,0,0,53.76703936,11.40790745,32.01616406,2.80888913,2275.12
1.5,1673.15,45.43957059,0.726670588,14.02032059,13.80331765,9.058476471,10.96696176,0,1.702305882,0,0,50.81856212,14.37658182,31.69729384,3.107562222,2020.788235
1.5,1673.15,45.53806,0.73965,14.03019,13.87676,10.10846,11.0645,0,1.60973,0,0,49.09631216,16.94528919,31.07792518,2.880473469,2088.2
1.5,1673.15,49.387315,0.770695,14.56965,9.23857,10.10942,11.806725,0,2.0515,0,0,58.03199167,6.807863889,33.49773056,1.662413889,1808.38
1.5,1673.15,50.00624211,0.80684386,15.12204737,7.618352632,10.17725263,12.11365088,0,1.963338596,0,0,54.62551364,9.972090909,33.59788864,1.804506818,1560.74386
1.5,1673.15,48.844085,0.78948,14.471475,8.81908,10.39718,12.07236,0,2.057915,0,0,51.86104359,13.59617436,32.99607436,1.546707692,1749.66
1.5,1673.15,49.4189,0.800233333,15.4179,7.7533,10.83,12.00656667,0,1.797,0,0,49.24803125,17.111375,32.21920833,1.421385417,2260
1.5,1673.15,49.34241176,0.788852941,14.74550588,8.392676471,10.09332353,12.11518235,0,1.935305882,0,0,56.29884182,6.324549091,35.81528182,1.561327273,1959.623529
1.5,1673.15,48.58136757,0.767594595,14.41390811,7.452848649,10.04411081,12.69379189,0,2.511478378,0,0,56.60299583,6.046829167,35.7508125,1.5993625,2183.65
1.5,1673.15,49.2820027,0.802367568,14.61006757,7.199708108,10.20995135,12.31156757,0,1.880659459,0,0,51.92304667,11.13158,35.35976667,1.585606667,1633.362162
1.5,1673.15,37.60403462,0.587711538,10.76626538,27.24442692,7.601557692,9.447265385,0,1.359696154,0,0,60.49963333,4.25835098,29.22927255,6.012743137,5899.738462
1.5,1673.15,45.06378,0.0121,17.64082,3.295305,15.0195,17.346545,0,0.0856,0,0,57.97281795,3.913015385,37.46403333,0.650133333,2145.95
1.5,1673.15,28.32533333,0.465269048,9.118997619,29.8768881,7.396664286,16.0843381,0,1.138359524,0.096290476,0,59.41163889,7.008962963,27.35821111,6.221187037,7954.066667
1.5,1673.15,43.91556,0.01543,15.94489,4.42135,15.5119,16.80655,0,0.23461,0,0,30.67658478,35.98973696,32.81723913,0.51643913,1164.8
1.5,1673.15,52.07272,0.84109,16.3082,2.28394,11.29005,13.05275,0,1.74789,0.147346667,0,4.387634146,69.81040732,25.76098049,0.040978049,243.6
1.5,1673.15,51.10206,0.82113,15.95906,5.04737,11.81603,12.30254,0,1.8186,0.1476,0,32.00928056,34.23335278,33.40899167,0.348375,825.9
1.5,1673.15,46.72119167,0.730783333,14.32234167,11.56670833,9.497516667,11.31656667,0,1.5317,0.134609677,0,31.15691081,36.52455405,31.72149459,0.597040541,1015.583333
1.5,1923.15,51.26690476,0.791766667,15.79567143,7.126252381,10.60670952,12.44554762,0,1.985328571,0,0,61.2031,0.714233333,36.79228889,1.290377778,2328.72381
1.5,1923.15,48.72377368,0.768957895,14.65836842,8.364168421,10.59907368,12.19951053,0,1.9639,0,0,61.28580727,0.691930909,36.35375273,1.668509091,3353.557895
1.5,1573.15,48.49882941,0.800570588,14.81022059,9.244252941,10.04686765,12.06475588,0,1.809782353,0,0,61.24821714,0.664388571,35.97999429,2.1074,1676.623529
1.5,1773.15,49.15758,0.810211429,15.08604286,8.743148571,10.16339714,12.28006,0,1.919625714,0,0,61.51211333,0.682298333,35.734385,2.071203333,2852.834286
1.5,1573.15,48.22385714,0.887485714,16.8225,9.615857143,8.5158,10.86695714,0,2.023814286,0.213140909,0,59.70936667,0.656284848,37.56314515,2.071203333,1371.285714
1.5,1923.15,38.53937576,0.605112121,11.80073939,27.02291818,7.984860606,9.630054545,0,1.425963636,0,0,64.17459737,0.599255263,29.11332895,6.112818421,8104.70303
1.5,1923.15,45.64306818,0,17.7836,3.008404545,16.77356818,16.77126364,0,0.119972727,0,0,61.21522188,0.464009375,37.83296875,0.4878,4672.981818
1.5,1923.15,38.50236486,0.61552973,11.27794054,26.3963,7.797702703,9.141516216,0,1.380905405,0,0,60.76360968,4.139406452,28.77907742,6.317906452,6072.324324
1.5,1873.15,44.6519,0,17.66984483,3.115027586,16.75254483,16.70603793,0,0.142017241,0,0,58.28931296,4.382222222,36.79375,0.534714815,4692.937931
1.5,1973.15,44.99387,0.01307,17.9966,3.22324,18.38576,16.15372,0,0.08691,0,0,57.20934211,4.825118421,37.46869474,0.496844737,7778.7
1.5,1773.15,44.72748,0,17.541005,3.4930925,16.565225,16.66936,0,0.0724925,0,0,57.47814,4.428392,37.003672,1.089796,3170.97
1.5,1673.15,42.73695517,0.878975862,16.5391069,4.065344828,15.93696207,16.07641379,0,0,0,0,62.64912667,0,35.86199333,1.48888,1878.055172
1.5,1673.15,42.90912727,1.546113636,13.48538636,14.74805909,9.430104545,10.58131364,0,1.861109091,0.139963636,0,64.37440238,0,32.54610952,3.079488095,3284.454545
1.5,1673.15,37.90298824,1.380729412,11.76828824,24.31600588,8.1099,9.430323529,0,1.642976471,0.1254,0,65.04131591,0,29.40558636,5.553097727,5562.941176
1.5,1673.15,40.63234375,1.48619375,12.72448125,19.19514375,8.70000625,10.08679375,0,1.7041,0.1389375,0,64.66645263,0,31.29923158,4.034315789,4113.4
1.5,1673.15,35.192395,1.235925,11.14771,28.616685,8.214705,8.646765,0,1.4025,0.127405,0,67.08940159,0,31.70273333,1.207865079,7462.36
1.5,1733.15,45.82418462,0,9.900828205,3.791574359,17.44341282,18.51300513,0,0,0,0,59.26954,0.277766667,39.42636,1.026333333,3433.157895
1.5,1733.15,47.54870769,0,10.75865769,3.302003846,17.43911154,19.77415769,0,0,0,0,60.32626,0.164553333,38.51274,0.996446667,3416.961538
16,2473,42.43,0.17,3.17,4.96,44.95,3.55,0.07,0,0,0,59.67,0.15,37.45,1.14,3602
16,2473,42.95,0.14,2.91,3.7,45.47,3.22,0.06,0,0,0,60.45,0.25,34.51,0.63,6244
18,2473,42.08,0.14,2.84,4.94,45.81,2.94,0.09,0,0,0,56.9,0.18,39.49,1.5,3782
18,2473,43.38,0.17,3.21,5.25,42.79,3.49,0.11,0,0,0,58.82,0.24,38.09,1.18,3908
21,2473,42.71,0.16,3.03,4.71,44.76,3.3,0.09,0,0,0,54.99,0.19,42.53,1.66,4293
21,2473,44.46,0.06,2.09,4.91,43.48,1.82,0.06,0,0,0,57.2,0.12,40.71,1.79,2829
11,2473,39.17,0.09,2.78,4.82,48.85,2.94,0.09,0,0,0,57.84,0.24,38.85,2.38,6077
23,2473,49.31,0.13,5.18,4.68,36.05,3.7,0.36,0,0,0,57.7,0.11,38.8,1.5,1646
8,2173,38.52,0.16,4.3,8.22,45.36,2.74,0.3,0,0,0,59.13,0.39,35.62,2.99,4626
8,2173,42.47,0.2,4.05,8.24,40.48,3.67,0.29,0,0,0,59.52,0.4,35.88,2.61,3483
8,2173,37.95,0.23,4.17,6.69,46.65,3.92,0.18,0,0,0,60.34,0.25,35.26,4.77,5589
8,2173,38.37,0.16,1.77,6.08,49.09,3.04,0.07,0,0,0,59.89,0.22,35.73,5.03,5945
8,2273,36.78,0.14,2.73,5.82,52.11,2.53,0.1,0,0,0,60.52,0.26,37.42,1.42,8913
8,2273,37.82,0.15,3.08,7.48,48.79,3.45,0.08,0,0,0,60.2,0.18,37.68,1.95,7566
11,2373,40.21,0.12,3.08,7.37,45.46,2.82,0.13,0,0,0,58.06,0.12,37.51,2.22,2963
11,2273,39.61,0.24,4.29,9.13,41.29,5,0.16,0,0,0,56.96,0.16,37.15,2.44,3611
11,2273,40.12,0.23,4.34,8.27,41.55,4.86,0.17,0,0,0,58.16,0.21,36.96,2.23,3505
11,2473,40.54,0.18,3.21,7.29,44.83,3.67,0.01,0,0,0,56.58,0.15,38.03,1.85,4897
11,2473,41.12,0.15,2.95,6.67,45.61,3.26,0.1,0,0,0,57.84,0.14,37.93,2.13,6417
7,2473,36.8,0.14,2.34,7.78,49.37,2.81,0.01,0,0,0,56.5,0.13,37.65,2.18,9019
11,2623,38.48,0.15,2.25,6.13,49.83,2.85,0.01,0,0,0,56.07,0.17,38.71,1.7,7089
11,2623,37.21,0.14,2.54,6.38,49.95,2.94,0.1,0,0,0,57.55,0.15,38.86,1.81,6424
7,2473,37.376,0.122688,5.53329,4.766,53.212,0.73704,0.07374,0,0,0,64.09490476,0.339538461,33.6,1.336230769,8445
11,2473,39.2871,0.23869,4.0603,7.71674,42.7737,4.46155,0.15732589,0,0,0,60.71608482,0.1744666,38.06168889,2.3382,3379.040617
